7818.333,2700,2100,7616,0.00000,1187
7803.167,2700,2034,8114,0.07251,1206
7790.333,2700,2050,8543,0.14501,1220
7778.833,2700,2220,8884,0.21750,1236
7768.667,2700,2196,8935,0.28995,1245
7756.667,2700,2380,8487,0.36241,1251
7718.500,2660,2887,6742,0.43490,1246
7651.667,2660,3395,4703,0.50735,1203
7582.000,2660,3694,3622,0.57986,1166
7543.000,2660,3704,3599,0.65234,1148
8301.167,2660,3411,3751,0.72481,1142
8141.000,2700,3075,5202,0.79728,1142
7826.667,2700,2723,6430,0.86976,1162
7750.000,2700,2318,7350,0.94220,1188
7723.667,2700,2144,7732,1.00020,1204
7704.167,2720,2046,8099,1.07267,1219
7690.667,2700,1934,8257,1.14514,1227
7677.500,2700,1796,8301,1.21762,1234
7665.000,2700,1776,8314,1.29017,1240
7648.833,2700,2464,8260,1.36988,1251
7598.667,2660,3009,5908,1.44231,1245
7527.667,2660,3530,4327,1.51473,1207
7461.833,2640,3783,3659,1.58715,1174
7709.333,2640,3763,3383,1.65958,1157
8200.333,2640,3440,4378,1.73200,1153
8192.333,2660,3111,5192,1.80441,1153
7931.833,2660,2758,6250,1.87682,1173
7761.000,2700,2391,7327,1.94921,1197
7721.167,2700,2250,7595,1.99990,1211
7689.500,2700,2184,8123,2.07230,1227
7670.500,2700,2091,8466,2.14472,1241
7654.167,2700,1978,8672,2.21713,1250
7641.333,2700,1848,8757,2.28956,1255
7626.833,2700,2279,9090,2.36198,1264
7582.167,2660,3018,5533,2.43440,1255
7510.333,2660,3664,3615,2.50682,1216
7439.833,2640,3966,2927,2.57924,1182
7385.333,2640,3950,3137,2.65167,1164
8018.000,2640,3566,3737,2.72421,1157
8199.833,2660,3210,4257,2.79661,1157
8104.333,2660,2865,4653,2.86902,1168
7838.667,2700,2582,6427,2.94142,1195
7755.500,2700,2314,7175,2.99935,1213
7708.333,2700,2084,7381,3.07176,1228
7682.833,2700,1990,7460,3.14417,1232
7663.667,2700,1917,7411,3.21659,1239
7647.167,2700,1860,7423,3.28900,1245
7628.333,2660,2344,6734,3.36141,1250
7578.333,2660,2992,5447,3.43382,1247
7504.833,2660,3537,3810,3.50623,1211
7435.833,2640,3831,3170,3.57866,1180
7381.500,2640,3843,2940,3.65109,1162
8168.000,2640,3476,3641,3.72351,1156
8198.500,2660,3263,3744,3.79591,1156
8114.000,2660,2930,4333,3.86832,1167
7873.167,2660,2387,6215,3.94072,1195
7791.000,2700,2213,6744,3.99866,1208
7740.833,2700,2093,6956,4.07106,1221
7710.000,2700,2037,7089,4.15074,1231
7690.500,2700,2060,6837,4.22316,1240
7675.333,2660,1992,7145,4.29558,1246
7652.000,2660,2468,6556,4.36799,1249
7596.833,2660,3147,4980,4.44038,1242
7523.167,2640,3774,3152,4.51278,1206
7454.000,2640,4018,2814,4.58520,1178
7396.667,2640,3935,2683,4.65763,1164
7351.333,2640,3709,3052,4.73006,1159
7318.000,2640,3396,3590,4.80247,1159
7302.667,2660,2984,4306,4.87487,1168
7301.167,2660,2480,5718,4.94729,1192
7300.167,2660,2347,6281,4.99797,1205
7756.500,2660,2273,6525,5.07039,1220
8195.167,2660,2339,6531,5.14286,1232
8171.667,2660,2320,6187,5.21531,1241
7963.833,2660,2443,5624,5.28773,1267
7811.833,2660,2672,6411,5.36017,1267
7728.833,2660,3191,4861,5.43259,1249
7648.667,2640,3841,3143,5.50501,1210
7572.500,2640,4010,2837,5.57743,1185
7507.833,2640,4096,2576,5.64988,1174
7450.667,2640,3909,2604,5.72235,1165
7404.500,2660,3517,3357,5.79478,1162
7507.000,2660,3031,4900,5.86721,1174
8205.000,2700,2748,5621,5.93962,1202
8195.000,2700,2545,6555,6.00478,1220
8111.000,2700,2376,7171,6.07718,1234
7902.833,2700,2171,7458,6.14961,1244
7821.833,2700,2169,7863,6.22199,1257
7780.500,2700,2032,7897,6.29442,1277
7751.333,2700,2534,7813,6.36684,1277
7705.000,2700,3011,6290,6.43924,1275
7640.000,2660,3441,5220,6.51166,1243
7569.333,2660,3608,4291,6.58406,1211
7508.167,2660,3630,4163,6.65649,1193
7892.500,2660,3252,4923,6.72891,1187
8188.667,2700,2982,5625,6.80131,1187
8182.000,2700,2719,6772,6.87372,1212
8088.333,2700,2580,7348,6.94641,1234
7909.500,2720,2502,7498,7.00434,1247
7837.000,2720,2411,8009,7.07675,1262
7794.667,2720,2297,8337,7.16372,1273
7773.500,2720,2215,8543,7.23612,1280
7757.333,2700,2168,8661,7.30854,1287
7742.833,2700,2623,8418,7.38094,1295
7697.500,2700,3063,6582,7.45336,1288
7630.167,2700,3499,4551,7.52578,1245
7563.833,2700,3513,4625,7.59821,1216
7549.000,2700,3401,4877,7.67067,1199
8239.333,2700,2986,5590,7.74310,1197
8232.333,2700,2834,6423,7.81551,1207
8146.000,2720,2633,6832,7.88792,1228
7920.500,2720,2554,7405,7.96034,1248
7862.667,2720,2519,7530,8.00377,1259
7816.333,2720,2288,7961,8.07622,1269
7788.167,2720,2243,8495,8.14861,1279
7769.833,2720,2189,8631,8.22102,1288
7755.333,2720,2112,8741,8.29344,1293
7740.833,2700,2466,8528,8.36583,1298
7701.333,2700,2915,6707,8.43825,1296
7642.000,2700,3164,5453,8.51066,1262
7575.167,2700,3637,4491,8.58309,1227
7533.167,2700,3791,3809,8.65550,1209
8205.667,2700,3153,5717,8.72793,1204
8215.000,2700,3190,5738,8.80039,1207
8158.000,2700,2809,6568,8.87282,1227
7968.333,2720,2589,7238,8.94523,1248
7875.167,2720,2550,7558,9.00316,1264
7830.167,2720,2427,8292,9.07557,1278
7801.333,2720,2390,8636,9.14801,1291
7783.500,2720,2343,8784,9.22045,1299
7770.167,2720,2324,8887,9.29285,1307
7756.667,2720,2500,8867,9.36525,1318
7729.833,2720,2867,7313,9.43770,1322
7672.667,2700,3219,5962,9.51013,1282
7609.167,2700,3400,5357,9.58255,1246
7554.667,2700,3469,5086,9.65495,1222
8230.833,2700,3203,5711,9.72736,1216
8237.667,2720,2882,6557,9.79976,1216
8178.333,2720,2684,7265,9.87215,1237
7978.500,2720,2619,7432,9.94455,1261
7882.000,2720,2624,7523,10.00248,1274
7836.667,2720,2554,7655,10.07487,1287
7806.167,2720,2416,8067,10.14728,1297
7787.500,2720,2325,8504,10.21968,1306
7773.833,2720,2249,8783,10.29207,1313
7761.333,2720,2527,8861,10.36447,1322
7726.500,2720,2916,7139,10.43688,1320
7681.167,2720,3030,6537,10.50927,1296
7612.667,2720,3423,5579,10.58169,1253
7556.500,2720,3392,5209,10.65410,1226
8127.500,2720,3211,5486,10.72655,1220
8209.000,2720,2911,5312,10.79895,1220
8183.833,2720,2644,6702,10.87138,1232
7988.167,2720,2467,7274,10.94380,1257
7865.167,2720,2262,7676,11.00176,1271
7806.667,2720,2200,8279,11.07414,1287
7774.167,2720,2130,8475,11.14655,1298
7753.667,2720,2098,8717,11.22666,1310
7739.500,2720,2127,8927,11.29907,1320
7727.000,2720,2439,8938,11.37148,1349
7691.833,2700,2820,7257,11.44390,1338
7631.667,2700,3288,5722,11.51631,1294
7567.000,2700,3515,5199,11.58885,1259
7511.500,2700,3453,4407,11.66127,1235
7469.667,2700,3224,4924,11.73368,1228
7444.833,2700,2926,5534,11.80609,1228
7442.167,2700,2632,7188,11.87848,1246
7445.000,2700,2504,7587,11.95089,1271
7445.333,2700,2450,7870,12.00159,1285
7446.333,2700,2442,8020,12.07399,1300
7445.333,2700,2314,8073,12.14640,1309
7445.000,2700,2245,8540,12.21881,1319
7442.833,2700,2215,8784,12.29122,1328
7440.167,2700,2475,9021,12.36361,1339
7406.167,2700,2931,7092,12.43602,1335
7347.333,2700,3332,5806,12.50844,1291
7289.667,2700,3569,4678,12.58086,1254
7241.500,2700,3861,3316,12.65328,1233
7705.667,2700,3733,3915,12.72569,1227
8185.000,2700,3279,4609,12.79810,1227
8118.333,2720,2949,6410,12.87052,1241
7881.500,2720,2685,7249,12.94292,1269
7793.833,2720,2512,7584,13.00084,1286
7751.167,2720,2337,7998,13.07328,1302
7726.333,2720,2275,8442,13.14571,1316
7710.500,2720,2197,8623,13.21814,1326
7697.333,2720,2189,8838,13.29054,1336
7686.333,2720,2449,9050,13.36297,1347
7655.667,2720,2875,7633,13.43537,1348
7596.333,2720,3307,5929,13.50778,1319
7530.000,2700,3327,5601,13.58020,1281
7472.667,2700,3432,5269,13.65262,1260
7954.000,2700,2856,6468,13.72503,1251
8142.167,2720,2874,6586,13.79744,1251
8085.667,2720,2650,7046,13.86984,1273
7899.667,2720,2478,7443,13.94225,1293
7791.167,2720,2357,7745,14.00020,1305
7744.833,2720,2288,8401,14.07262,1322
7717.500,2720,2225,8697,14.14502,1334
7700.333,2720,2235,8920,14.21743,1344
7686.833,2720,2168,8968,14.28984,1351
7674.833,2720,2447,9199,14.36223,1363
7651.500,2720,2825,7915,14.43465,1366
7604.333,2700,2826,7442,14.50705,1353
7548.333,2700,3134,6578,14.57946,1322
7491.667,2700,3018,6492,14.65185,1291
8129.500,2700,2895,6824,14.72426,1282
8118.167,2700,2759,7170,14.79667,1282
8068.667,2720,2625,7376,14.86906,1297
7881.167,2720,2520,7577,14.94152,1316
7774.500,2720,2500,7639,14.99944,1327
7727.500,2720,2462,7806,15.07184,1340
7698.333,2720,2353,8261,15.14424,1349
