HS,TS,TA,HA,TT,C
7450.333,1760,2476,4411,117.73546,45.97750
7450.667,1760,2464,4505,117.74270,46.04000
7450.167,1760,2460,4505,117.74994,45.99500
7450.167,1760,2397,4511,117.75719,45.95500
7449.833,1760,2324,4636,117.76441,46.01500
7449.833,1760,2289,4922,117.77166,46.00750
7450.000,1760,2215,5046,117.77889,45.98500
7449.167,1760,2162,5465,117.78612,45.99500
7448.667,1760,2137,6442,117.79336,46.00500
7449.167,1760,1933,6155,117.80060,46.03750
7449.500,1760,1853,6012,117.80782,46.04000
7449.167,1760,1819,5964,117.81506,46.05750
7449.167,1760,1792,6042,117.82230,46.07000
7448.500,1760,1770,6155,117.82954,46.03750
7448.500,1760,1766,5988,117.83678,46.07250
7448.500,1760,1756,5871,117.84403,46.07250
7448.833,1800,1754,5658,117.85124,46.08250
7449.333,1800,1736,5716,117.85848,46.02500
7448.833,1800,1713,5808,117.86572,46.03500
7448.000,1800,1692,5735,117.87295,46.06500
7448.833,1800,1677,5778,117.88021,46.05750
7448.500,1800,1654,5855,117.88743,46.07000
7448.000,1800,1639,5816,117.89468,46.05750
7447.667,1800,1644,5762,117.90191,46.05250
7447.667,1800,1677,5638,117.90914,46.06000
7448.167,1800,1672,5589,117.91639,46.04250
7447.333,1800,1631,5756,117.92363,46.03500
7447.000,1800,1554,5897,117.93088,46.04500
7447.333,1800,1564,5823,117.93810,46.05000
7447.500,1800,1561,5837,117.94535,46.05000
7447.167,1800,1516,5970,117.95258,46.05250
7446.167,1800,1464,6187,117.95981,46.05250
7446.833,1800,1417,6349,117.96706,46.03250
7445.833,1800,1424,6287,117.97429,46.03750
7446.500,1800,1430,6309,117.98153,46.04000
7445.667,1800,1424,6301,117.98878,46.04000
7446.000,1800,1417,6421,117.99601,46.04750
7445.000,1800,1363,6498,118.00324,46.03250
7445.000,1800,1363,6309,118.01049,46.03250
7444.667,1800,1429,6267,118.01773,46.00250
7445.333,1800,1428,6216,118.02495,46.02250
7444.000,1800,1427,6164,118.03219,46.01000
7443.500,1800,1404,6270,118.03943,46.00500
7443.833,1800,1397,6247,118.04668,46.00750
7444.167,1800,1388,6318,118.05391,46.00750
7443.500,1800,1358,6484,118.06119,46.02000
7442.333,1800,1277,6773,118.06843,46.03000
7442.333,1800,1202,7030,118.07568,46.03000
7441.833,1800,1145,7169,118.08292,46.01500
7442.333,1800,1100,7293,118.09015,46.05000
7441.333,1800,1070,7413,118.09741,46.02000
7440.167,1800,1118,7446,118.10463,46.02500
7440.333,1800,1167,7278,118.11187,46.01250
7440.667,1800,1175,7285,118.11911,46.01250
7439.833,1800,1152,7427,118.12634,46.02250
7439.833,1800,1120,7515,118.13358,46.03750
7439.333,1800,1093,7581,118.14082,46.05500
7439.333,1800,1075,7640,118.14807,46.04000
7438.833,1800,1075,7682,118.15529,46.04000
7437.667,1800,1131,7566,118.16253,46.03500
7437.667,1800,1196,7403,118.16977,46.04250
7437.000,1800,1226,7239,118.17701,46.02250
7437.500,1800,1210,7300,118.18425,46.01500
7437.000,1800,1183,7357,118.19148,46.02250
7436.333,1800,1197,7305,118.19873,46.00750
7437.000,1800,1195,7291,118.20597,46.00500
7436.000,1800,1183,7355,118.21322,46.01750
7435.833,1800,1168,7410,118.22045,46.00750
7435.500,1800,1176,7362,118.22769,46.01250
7435.167,1800,1179,7357,118.23493,46.01250
7434.667,1800,1184,7333,118.24218,46.00000
7433.833,1800,1186,7342,118.24942,46.02250
7433.500,1800,1168,7425,118.25666,46.00750
7433.167,1800,1152,7480,118.26389,45.99750
7432.667,1800,1134,7503,118.27113,46.00750
7432.167,1800,1135,7545,118.27837,45.99250
7432.000,1800,1140,7553,118.28561,46.03250
7431.500,1800,1180,7481,118.29286,46.00750
7431.500,1800,1206,7575,118.30012,45.98500
7431.000,1800,1219,7573,118.30733,45.99000
7431.167,1800,1238,7587,118.31458,45.98750
7430.333,1800,1248,7635,118.32184,46.00250
7429.333,1800,1306,7601,118.32907,46.01750
7429.000,1800,1388,7371,118.33632,45.98750
7428.333,1760,1552,7000,118.34354,45.98500
7428.000,1760,1615,6792,118.35079,45.94750
7427.167,1760,1619,6734,118.35803,45.92500
7426.833,1760,1634,6785,118.36529,45.92000
7426.833,1760,1697,6602,118.37251,45.91000
7425.167,1760,1779,6378,118.37975,45.93250
7424.833,1760,1864,6219,118.38699,45.90000
7424.167,1760,1958,6027,118.39421,45.91500
7423.833,1760,2085,5795,118.40147,45.88500
7422.833,1760,2106,5424,118.40870,45.89750
7422.333,1760,2273,5115,118.41594,45.88250
7421.333,1760,2366,4829,118.42317,45.87500
7421.000,1760,2464,4526,118.43041,45.88750
7418.833,1760,2418,4567,118.43764,45.86500
7418.167,1760,2408,4518,118.44490,45.86500
7416.500,1760,2378,4526,118.45212,45.89250
7416.167,1760,2348,4594,118.45935,45.91500
7415.500,1760,2363,4597,118.46661,45.92000
7414.167,1760,2467,4385,118.47385,45.89750
7413.667,1760,2534,4124,118.48108,45.87750
7413.000,1760,2478,4172,118.48832,45.89250
7411.167,1760,2472,4105,118.49556,45.90500
7410.000,1760,2428,4101,118.50279,45.91000
7409.333,1760,2495,3893,118.51002,45.86750
7408.833,1760,2660,3798,118.51727,45.90250
7407.667,1760,2629,3727,118.52451,45.88500
7406.667,1760,2622,3687,118.53175,45.88750
7406.000,1760,2501,3806,118.53899,45.94500
7404.667,1760,2546,3661,118.54623,45.91250
7405.000,1740,2484,3911,118.55346,45.94500
7403.500,1740,2515,3712,118.56069,45.92000
7403.667,1740,2787,3355,118.56794,45.86000
7402.667,1740,2790,3237,118.57519,45.82250
7401.833,1740,2822,3274,118.58241,45.80750
7400.500,1740,2752,3335,118.58965,45.82250
7399.833,1740,2690,3518,118.59690,45.82250
7399.667,1740,2686,3548,118.60413,45.87250
7398.000,1740,2760,3405,118.61135,45.83750
7397.667,1740,2794,3364,118.61860,45.82500
7397.667,1740,2774,3374,118.62583,45.83250
7397.000,1740,2841,3246,118.63308,45.84000
7396.167,1740,2734,3373,118.64031,45.81750
7396.500,1740,2723,3408,118.64755,45.83000
7396.000,1740,2719,3500,118.65479,45.84000
7395.333,1740,2739,3283,118.66201,45.84000
7395.000,1740,2661,3403,118.66926,45.83750
7394.833,1740,2566,3648,118.67649,45.85000
7394.500,1740,2506,3613,118.68374,45.85000
7393.833,1760,2476,3673,118.69097,45.85250
7393.833,1760,2620,3664,118.69821,45.86250
7392.667,1760,2448,3913,118.70545,45.87250
7393.000,1760,2300,4474,118.71267,45.86500
7393.500,1760,2263,4562,118.71991,45.86250
7392.500,1760,2327,4472,118.72715,45.87000
7393.000,1760,2378,4297,118.73440,45.86000
7393.000,1760,2364,4271,118.74166,45.84000
7392.667,1760,2431,4044,118.74887,45.85250
7392.000,1760,2420,4201,118.75611,45.82750
7391.500,1760,2359,4218,118.76334,45.84000
7390.500,1760,2305,4348,118.77059,45.86500
7391.500,1760,2253,4358,118.77782,45.87250
7392.000,1760,2212,4522,118.78506,45.87750
7391.000,1760,2188,4612,118.79229,45.85750
7392.000,1760,2157,4772,118.79953,45.87000
7391.667,1760,2097,4880,118.80676,45.89250
7392.000,1760,2020,5558,118.81400,45.85750
7392.000,1760,1915,5930,118.82124,45.88000
7392.333,1760,1842,6197,118.82848,45.90000
7392.333,1760,1784,6398,118.83573,45.90250
7391.667,1760,1715,6605,118.84296,45.89500
7391.500,1760,1667,6790,118.85019,45.91500
7391.500,1760,1633,6943,118.85742,45.90750
7392.000,1800,1591,6912,118.86466,45.91250
7392.667,1800,1608,6937,118.87191,45.96500
7392.167,1800,1621,7130,118.87914,45.97500
7392.333,1800,1604,7231,118.88638,45.96750
7392.000,1800,1550,7272,118.89361,45.97250
7392.000,1800,1501,7346,118.90084,45.96000
7392.667,1800,1481,7481,118.90809,45.99000
7393.167,1800,1470,7579,118.91532,45.99500
7393.167,1800,1450,7634,118.92257,45.99000
7393.500,1800,1419,7587,118.92979,45.99750
7392.333,1800,1390,7469,118.93704,45.99500
7392.333,1800,1372,7402,118.94428,45.97000
7392.333,1800,1431,7540,118.95169,45.99250
7392.333,1800,1430,7588,118.95892,45.99250
7393.000,1800,1388,7616,118.96616,46.01250
7392.333,1800,1357,7632,118.97339,46.00500
7391.833,1800,1321,7591,118.98064,46.01000
7392.333,1800,1298,7579,118.98789,45.98000
7391.667,1800,1276,7609,118.99513,45.98750
7392.667,1800,1241,7611,119.00236,46.00250
7392.167,1800,1219,7504,119.00961,46.02250
7391.833,1800,1245,7370,119.01683,46.01750
7391.500,1800,1267,7268,119.02407,45.99500
7391.333,1800,1273,7329,119.03131,45.98250
7391.000,1800,1300,7256,119.03854,45.99000
7391.000,1800,1318,7076,119.04583,46.00500
7390.667,1800,1418,6235,119.05307,45.98250
7390.667,1800,1477,5936,119.06031,45.98500
7390.500,1800,1467,5874,119.06755,45.97000
7391.000,1800,1425,6039,119.07484,45.97000
7389.500,1800,1360,6049,119.08207,45.96750
7389.500,1800,1357,5995,119.08932,45.98000
7390.000,1800,1355,5881,119.09655,45.95250
7389.167,1800,1401,5801,119.10380,45.97000
7389.500,1800,1430,5579,119.11103,45.96500
7389.333,1800,1455,5516,119.11826,45.94000
7388.667,1800,1430,5582,119.12551,45.96750
7388.000,1800,1390,5704,119.13274,45.96000
7388.000,1800,1353,5865,119.13999,45.95750
7388.333,1800,1341,5896,119.14723,45.97250
7387.667,1800,1334,5952,119.15447,45.95500
7388.000,1800,1307,5990,119.16171,45.96000
7387.167,1800,1309,5882,119.16895,45.96750
7387.000,1800,1340,5726,119.17618,45.95500
7386.667,1800,1355,5746,119.18341,45.95750
7386.667,1800,1325,5800,119.19066,45.95500
7386.000,1800,1252,6101,119.19791,45.96000
7385.667,1800,1219,6124,119.20516,45.96000
7385.667,1800,1196,6212,119.21238,45.96500
7385.333,1800,1222,6144,119.21962,45.95250
7385.333,1800,1233,6081,119.22686,45.95500
7384.833,1800,1217,6164,119.23411,45.96000
7384.833,1800,1167,6416,119.24138,45.97750
7384.167,1800,1155,6427,119.24858,45.97250
7384.333,1800,1162,6424,119.25582,45.98750
7383.667,1800,1164,6448,119.26306,45.98500
7383.833,1800,1115,6650,119.27031,46.00000
7383.000,1800,1102,6763,119.27753,46.00250
7383.000,1800,1122,6764,119.28479,45.97250
7382.500,1800,1120,6830,119.29203,45.99750
7382.167,1800,1181,6620,119.29926,45.99500
7381.833,1800,1293,6428,119.30650,46.00000
7382.000,1800,1403,6161,119.31374,45.96750
7381.167,1760,1518,5958,119.32098,45.96250
7380.667,1760,1631,5701,119.32822,45.96000
7380.333,1760,1703,5537,119.33545,45.92000
7379.000,1760,1811,5189,119.34270,45.94250
7378.667,1760,1905,5029,119.34993,45.89750
7378.333,1760,1961,4853,119.35718,45.85500
7378.000,1760,2004,4800,119.36441,45.80500
7376.500,1760,2096,4568,119.37167,45.83500
7375.500,1760,2141,4469,119.37889,45.83750
7374.833,1760,2162,4260,119.38615,45.86000
7374.167,1760,2187,4239,119.39337,45.87500
7373.167,1760,2194,4222,119.40060,45.85750
7372.333,1760,2231,4130,119.40785,45.85250
7371.500,1760,2294,4150,119.41510,45.86000
7371.167,1760,2371,3902,119.42230,45.83750
7370.333,1760,2420,3743,119.42955,45.81000
7369.833,1760,2504,3564,119.43679,45.87500
7368.667,1760,2565,3477,119.44404,45.86500
7367.833,1760,2597,3500,119.45128,45.82250
7367.500,1760,2659,3294,119.45852,45.86000
7365.667,1760,2687,3198,119.46575,45.88000
7366.000,1760,2690,3302,119.47301,45.86500
7365.333,1760,2694,3254,119.48023,45.83250
7364.167,1760,2739,3371,119.48748,45.83750
7363.000,1760,2746,3080,119.49471,45.82000
7362.333,1760,2795,2926,119.50194,45.81250
7362.500,1760,2791,2837,119.50920,45.83000
7361.167,1740,2810,2879,119.51642,45.84000
7510.500,1740,2825,2865,119.52368,45.81500
7573.000,1740,2842,2823,119.53091,45.84000
7721.500,1740,2831,2661,119.53815,45.83750
7797.167,1740,2866,2708,119.54538,45.82250
7821.833,1740,2905,2676,119.55262,45.82000
7828.167,1740,2959,2525,119.55988,45.82000
7834.167,1740,2996,2486,119.56709,45.81750
7839.667,1740,3018,2399,119.57434,45.77750
7844.333,1740,3013,2389,119.58157,45.78750
7846.833,1740,3038,2320,119.58882,45.81000
7848.833,1740,3089,2320,119.59606,45.79000
7851.667,1740,3128,2371,119.60330,45.79250
7853.500,1740,3134,2206,119.61053,45.74750
7856.833,1740,3099,2425,119.61778,45.70250
7859.667,1760,3090,2368,119.62501,45.70000
7861.500,1760,3076,2299,119.63225,45.70500
7833.667,1760,3063,2386,119.63949,45.68500
7810.667,1760,3079,2279,119.64672,45.68000
7787.500,1760,3098,2240,119.65396,45.68500
7738.500,1760,3068,2387,119.66120,45.68000
7701.833,1760,2969,2486,119.66844,45.69000
7675.167,1760,2875,2614,119.67567,45.67750
7652.333,1760,2855,2591,119.68292,45.68500
7640.167,1760,2816,2715,119.69014,45.69750
7628.000,1760,2761,2798,119.69737,45.69250
7621.167,1760,2735,3056,119.70463,45.70000
7615.833,1760,2676,3260,119.71185,45.70250
7608.333,1760,2630,3457,119.71909,45.69750
7601.000,1800,2550,3593,119.72633,45.69500
7598.500,1800,2479,3683,119.73360,45.67000
7593.167,1800,2450,3764,119.74084,45.69750
7588.000,1800,2374,3860,119.75553,45.72500
7584.833,1800,2334,3982,119.76280,45.72000
7580.000,1800,2276,4054,119.77750,45.72000
7577.667,1800,2242,4147,119.78571,45.72750
7574.667,1800,2211,4280,119.79200,45.74000
7572.000,1800,2185,4480,119.79924,45.74250
7569.500,1800,2153,4581,119.80647,45.72750
7568.167,1820,2111,4735,119.81370,45.74250
7566.500,1820,2062,4922,119.82095,45.75000
7565.000,1820,2007,5085,119.82817,45.75250
7563.333,1820,1946,5249,119.83541,45.75000
7561.000,1820,1905,5346,119.84264,45.75750
7559.000,1820,1860,5572,119.84990,45.75000
7557.167,1820,1819,5737,119.85712,45.76250
7556.167,1820,1776,5807,119.86436,45.77000
7553.833,1820,1747,5859,119.87159,45.76500
7552.833,1820,1732,5968,119.87883,45.77250
7551.500,1820,1725,6017,119.88605,45.77750
7549.667,1820,1751,5994,119.89329,45.79250
7548.500,1820,1733,6063,119.90053,45.77750
7546.833,1820,1708,6167,119.90778,45.79000
7545.833,1820,1693,6256,119.91500,45.79000
7543.667,1820,1688,6296,119.92225,45.78500
7542.500,1820,1697,6279,119.92949,45.79750
7542.333,1820,1691,6345,119.93674,45.79250
7541.500,1840,1673,6422,119.94396,45.77750
7540.000,1840,1654,6516,119.95122,45.78250
7539.500,1840,1644,6514,119.95845,45.78000
7537.667,1840,1649,6570,119.96568,45.80750
7536.500,1840,1634,6634,119.97293,45.81250
7455.333,1860,2003,4626,120.97970,45.78750
7454.667,1860,1975,4655,120.98694,45.81000
7454.000,1860,1977,4661,120.99418,45.81000
7454.167,1860,1975,4645,121.00141,45.81750
7454.000,1860,1948,4705,121.00865,45.80750
7453.333,1860,1919,4764,121.01589,45.79500
7453.833,1860,1903,4818,121.02312,45.80750
7453.333,1900,1880,4874,121.03037,45.79500
7453.333,1900,1859,4899,121.03760,45.81750
7453.000,1900,1848,4962,121.04484,45.78250
7453.500,1900,1865,4916,121.05207,45.80500
7452.667,1900,1865,4902,121.05932,45.81750
7451.333,1900,1855,4943,121.06655,45.80500
7451.833,1900,1833,4980,121.07378,45.81500
7451.333,1900,1827,5015,121.08102,45.83500
7451.333,1900,1815,5022,121.08826,45.80500
7450.500,1900,1785,5167,121.09550,45.80500
7449.667,1900,1759,5248,121.10273,45.80000
7450.167,1900,1745,5246,121.10997,45.80000
7449.667,1900,1751,5252,121.11721,45.82750
7449.333,1900,1731,5295,121.12444,45.83250
7449.333,1900,1767,5180,121.13168,45.79000
7448.333,1900,1775,5158,121.13892,45.81000
7448.333,1900,1774,5141,121.14616,45.83750
7448.167,1900,1772,5176,121.15340,45.80500
7447.833,1900,1788,5117,121.16065,45.82750
7447.833,1900,1784,5112,121.16788,45.84000
7447.500,1900,1774,5150,121.17512,45.81250
7446.000,1900,1750,5154,121.18235,45.84000
7446.667,1900,1768,5139,121.18959,45.82750
7446.667,1900,1716,5264,121.19684,45.84500
7446.333,1900,1670,5380,121.20407,45.83250
7445.167,1900,1674,5334,121.21131,45.82250
7444.833,1900,1648,5458,121.21855,45.83500
7444.500,1900,1649,5435,121.22580,45.82750
7444.000,1900,1625,5525,121.23302,45.81750
7443.000,1900,1597,5625,121.24027,45.82750
7443.500,1900,1576,5683,121.24749,45.83250
7442.833,1900,1549,5752,121.25473,45.81750
7443.167,1860,1532,5807,121.26198,45.84250
7443.333,1860,1548,5812,121.26922,45.85750
7442.500,1860,1492,6061,121.27646,45.85000
7441.667,1860,1446,6235,121.28369,45.86000
7441.500,1860,1460,6277,121.29094,45.87500
7441.167,1860,1545,6112,121.29816,45.85750
7440.833,1860,1636,5901,121.30541,45.84750
7440.500,1860,1680,5818,121.31264,45.84000
7439.000,1860,1754,5736,121.31988,45.83000
7438.500,1860,1834,5535,121.32713,45.80750
7437.500,1860,1856,5503,121.33436,45.82750
7436.167,1860,1888,5600,121.34160,45.82250
7435.833,1860,2103,5254,121.34883,45.76000
7435.500,1860,2209,4909,121.35608,45.75750
7434.000,1860,2130,4810,121.36332,45.76750
7434.500,1860,2200,4555,121.37056,45.74750
7433.167,1860,2327,4369,121.37778,45.75000
7432.167,1860,2496,4110,121.38502,45.72250
7431.167,1860,2532,3874,121.39226,45.70250
7430.333,1860,2572,3834,121.39950,45.71500
7428.500,1860,2567,3918,121.40674,45.72250
7429.167,1860,2635,3662,121.41399,45.73750
7427.167,1860,2713,3563,121.42120,45.72250
7426.500,1860,2764,3532,121.42845,45.70000
7425.000,1860,2802,3426,121.43571,45.69000
7424.167,1860,2834,3388,121.44294,45.67500
7424.000,1860,2882,3370,121.45016,45.69000
7422.333,1860,2955,3169,121.45742,45.81750
7421.333,1860,3013,3078,121.46466,45.68500
7421.333,1860,3031,3097,121.47190,45.65000
7419.667,1860,3045,3062,121.47914,45.67750
7418.667,1860,3031,3021,121.48639,45.67000
7418.000,1860,3084,2991,121.49363,45.70000
7417.667,1860,3125,2942,121.50087,45.68750
7417.000,1860,3137,2964,121.50810,45.67750
7416.167,1860,3212,2862,121.51535,45.66750
7536.167,1860,3223,2791,121.52259,45.67750
7568.667,1860,3237,2808,121.52983,45.66000
7684.667,1860,3223,2795,121.53706,45.66000
7780.000,1860,3253,2677,121.54432,45.66250
7808.833,1860,3316,2594,121.55154,45.67250
7816.000,1860,3375,2579,121.55878,45.64500
7821.333,1860,3423,2543,121.56602,45.65000
7825.000,1860,3446,2392,121.57325,45.62750
7831.000,1860,3490,2363,121.58050,45.65750
7833.833,1860,3507,2312,121.58774,45.63750
7836.667,1860,3511,2384,121.59498,45.63000
7839.000,1860,3540,2270,121.60221,45.65500
7842.000,1860,3492,2254,121.60946,45.61750
7844.333,1860,3493,2331,121.61670,45.62250
7846.333,1860,3484,2306,121.62395,45.62250
7848.833,1860,3500,2267,121.63119,45.62250
7846.833,1860,3461,2333,121.63841,45.63500
7820.167,1860,3428,2318,121.64566,45.63250
7804.167,1860,3377,2410,121.65291,45.63500
7774.333,1860,3412,2450,121.66013,45.63000
7744.167,1860,3339,2454,121.66737,45.65500
7728.167,1860,3240,2502,121.67462,45.63750
7710.167,1860,3120,2717,121.68185,45.65750
7687.833,1860,3091,2930,121.68909,45.65500
7675.000,1900,3054,3047,121.69632,45.64500
7664.667,1900,3068,2997,121.70355,45.65250
7657.333,1900,3071,3025,121.71080,45.64000
7650.500,1900,3025,3056,121.71803,45.62750
7643.667,1900,3018,3256,121.72527,45.65250
7639.167,1900,3073,3133,121.73251,45.67250
7634.667,1900,3067,3300,121.73975,45.64750
7630.833,1900,3011,3387,121.74698,45.67250
7628.500,1900,2963,3430,121.75421,45.66250
7626.000,1900,2922,3553,121.76145,45.68250
7624.167,1900,2907,3577,121.76869,45.67250
7621.167,1900,2881,3612,121.77593,45.70500
7618.167,1920,2839,3699,121.78316,45.68500
7616.667,1920,2776,3809,121.79039,45.68250
7614.667,1920,2743,3932,121.79763,45.68500
7612.167,1920,2701,4010,121.80487,45.68000
7610.167,1920,2640,4150,121.81211,45.69250
7607.833,1920,2578,4308,121.81934,45.72000
7605.500,1920,2519,4425,121.82659,45.72250
7604.167,1920,2468,4478,121.83383,45.73500
7602.333,1920,2428,4639,121.84106,45.72250
7600.333,1920,2383,4795,121.84830,45.72750
7599.167,1920,2313,5083,121.85553,45.74750
7598.000,1920,2251,5328,121.86277,45.74750
7597.500,1940,2215,5072,121.87000,45.75500
7595.500,1940,2329,4632,121.87725,45.73250
7593.667,1940,2397,4391,121.88449,45.75250
7593.333,1940,2407,4339,121.89172,45.73500
7592.000,1940,2407,4289,121.89895,45.74500
7589.833,1940,2397,4346,121.90619,45.73250
7589.500,1940,2353,4422,121.91343,45.72500
7588.167,1940,2342,4395,121.92067,45.73250
7587.500,1940,2350,4395,121.92791,45.74500
7585.167,1940,2351,4391,121.93516,45.75500
7583.833,1940,2346,4415,121.94237,45.73500
7582.333,1940,2356,4375,121.94962,45.75750
7581.667,1940,2366,4337,121.95687,45.73500
7580.167,1940,2357,4345,121.96411,45.73250
7579.667,1940,2348,4391,121.97134,45.77250
7579.167,1960,2310,4503,121.97856,45.75500
7576.833,1960,2247,4689,121.98582,45.75000
7576.667,1960,2198,4846,121.99304,45.78000
7576.000,1960,2177,4896,122.00029,45.77750
7574.167,1960,2158,4977,122.00752,45.78750
7573.500,1960,2179,4887,122.01476,45.78000
7572.000,1960,2226,4795,122.02199,45.76750
7571.000,1960,2206,4813,122.02922,45.76750
7570.000,1960,2185,4945,122.03646,45.76250
7568.500,1960,2106,5077,122.04369,45.77250
7568.000,1960,2124,5067,122.05094,45.77000
7567.000,1960,2172,4943,122.05817,45.79000
7567.167,1960,2123,5140,122.06541,45.77000
7565.667,1960,2055,5329,122.07265,45.79000
7565.167,1960,1983,5573,122.07987,45.78500
7564.500,1960,1915,5752,122.08711,45.80250
7563.667,1960,1915,5746,122.09435,45.81500
7563.333,1960,1921,5688,122.10159,45.81250
7561.667,1960,1939,5676,122.10883,45.81500
7561.333,1960,1925,5743,122.11606,45.82500
7560.667,1960,1907,5801,122.12331,45.81250
7559.500,1960,1909,5781,122.13054,45.80250
7558.500,1960,1907,5798,122.13778,45.82250
7558.667,1960,1892,5859,122.14501,45.83250
7558.167,1960,1915,5659,122.15226,45.80250
7557.833,1960,1993,5415,122.15949,45.81250
7555.833,1960,2034,5335,122.16672,45.80500
7555.333,1960,1972,5439,122.17396,45.83000
7554.167,1960,1904,5761,122.18119,45.81000
7553.833,1960,1822,5981,122.18843,45.82500
7553.333,1960,1765,6177,122.19567,45.79750
7552.000,1960,1722,6304,122.20291,45.85500
7551.833,1960,1693,6416,122.21015,45.82750
7550.333,1960,1686,6452,122.21740,45.83500
7551.167,1960,1701,6410,122.22462,45.84000
7550.333,1960,1742,6301,122.23185,45.85250
7549.167,1960,1744,6287,122.23910,45.82000
7547.833,1960,1736,6332,122.24634,45.83750
7547.167,1960,1730,6410,122.25358,45.82250
7546.667,1960,1741,6373,122.26081,45.83750
7545.500,1960,1762,6324,122.26806,45.85250
7545.500,1960,1780,6280,122.27529,45.83250
7544.833,1960,1846,6182,122.28253,45.82750
7544.167,1960,1915,5987,122.28984,45.83250
7543.167,1960,1968,5897,122.29707,45.81000
7541.667,1960,2022,5852,122.30432,45.82750
7540.167,1960,2066,5812,122.31155,45.78250
7539.333,1960,2142,5761,122.31878,45.81000
7538.500,1960,2232,5546,122.32604,45.79500
7537.000,1960,2295,5415,122.33328,45.78250
7536.000,1960,2380,5192,122.34051,45.76500
7534.833,1960,2472,4974,122.34774,45.75000
7534.000,1960,2552,4823,122.35498,45.74750
7532.167,1960,2619,4710,122.36221,45.70250
7531.667,1960,2736,4536,122.36944,45.69750
7530.667,1960,2837,4228,122.37669,45.73000
7529.500,1960,2852,4187,122.38394,45.70250
7527.333,1960,2901,4089,122.39117,45.70500
7526.667,1960,2849,4053,122.39840,45.71000
7525.500,1960,2845,4103,122.40564,45.70750
7523.833,1960,2918,4027,122.41288,45.69000
7523.333,1960,2975,3963,122.42012,45.67750
7522.833,1960,3018,3828,122.42736,45.68250
7520.667,1960,3058,3848,122.43461,45.67000
7520.000,1960,3157,3606,122.44184,45.67750
7518.667,1960,3209,3548,122.44909,45.64500
7516.833,1960,3241,3514,122.45632,45.64750
7515.167,1960,3219,3562,122.46355,45.64750
7515.167,1960,3277,3384,122.47080,45.65750
7513.667,1940,3324,3240,122.47803,45.66500
7512.500,1940,3357,3171,122.48528,45.66500
7512.000,1940,3394,3195,122.49252,45.65750
7510.833,1940,3427,3089,122.49976,45.67750
7509.333,1940,3466,3033,122.50700,45.65000
7509.000,1940,3498,2837,122.51424,45.66000
7507.167,1940,3506,2781,122.52148,45.68000
7506.667,1940,3569,2648,122.52873,45.62250
7506.000,1940,3586,2627,122.53597,45.66000
7503.500,1940,3592,2660,122.55045,45.66750
7502.333,1940,3645,2608,122.55769,45.68000
7502.333,1940,3678,2476,122.56494,45.64500
7501.500,1940,3721,2396,122.57218,45.64250
7500.500,1940,3754,2402,122.57943,45.64250
7499.833,1940,3749,2454,122.58666,45.63000
7499.000,1940,3778,2254,122.59390,45.62250
7499.000,1940,3812,2103,122.60115,45.62000
7498.500,1960,3798,2105,122.60839,45.61000
7497.833,1960,3774,2063,122.61562,45.62250
7496.500,1960,3793,2089,122.62286,45.62750
7497.333,1960,3801,2060,122.63012,45.62000
7497.333,1960,3755,1902,122.63735,45.62250
7496.667,1960,3704,1939,122.64458,45.63000
7496.667,1960,3668,1836,122.65182,45.63250
7497.500,1960,3649,1918,122.65905,45.60500
7496.667,1960,3571,1913,122.66630,45.62000
7496.500,1960,3515,1897,122.67353,45.60000
7495.833,1960,3513,1957,122.68078,45.62750
7495.500,1960,3487,1955,122.68801,45.62750
7494.500,1960,3465,2078,122.69525,45.58750
7495.000,1960,3467,2001,122.70250,45.61750
7495.167,1960,3448,2004,122.70973,45.62250
7494.333,1960,3407,2351,122.71696,45.61250
7492.833,1960,3341,2601,122.72421,45.62250
7493.000,1960,3280,2727,122.73145,45.61750
7492.333,2000,3221,2859,122.73868,45.63500
7492.000,2000,3204,2908,122.74593,45.61500
7492.167,2000,3136,3012,122.75315,45.63500
7491.333,2000,3108,3028,122.76039,45.62000
7491.667,2000,3093,3083,122.76764,45.63250
7491.000,2000,3067,3206,122.77486,45.63250
7490.833,2000,3031,3162,122.78211,45.63500
7490.667,2000,2986,3229,122.78933,45.62750
7490.500,2000,2937,3275,122.79659,45.64250
7490.333,2000,2880,3421,122.80381,45.66500
7490.167,2020,2804,3620,122.81105,45.66000
7490.833,2020,2738,3842,122.81829,45.65750
7490.000,2020,2653,4087,122.82552,45.66250
7490.500,2020,2572,4291,122.83277,45.68500
7489.833,2020,2491,4536,122.84000,45.68000
7490.167,2020,2445,4612,122.84723,45.68750
7489.167,2020,2408,4645,122.85447,45.71250
7490.500,2020,2387,4795,122.86170,45.72000
7488.833,2020,2344,4810,122.86894,45.73000
7490.167,2020,2307,5007,122.87618,45.74000
7490.167,2040,2225,5450,122.88340,45.71750
7490.167,2040,2138,5711,122.89065,45.73250
7489.667,2040,2087,5902,122.89788,45.76250
7489.500,2040,2052,5910,122.90513,45.74250
7489.167,2040,2004,6096,122.91236,45.74000
7488.500,2040,1972,6278,122.91959,45.76000
7489.167,2040,1940,6432,122.92683,45.77000
7488.833,2040,1902,6491,122.93406,45.78500
7488.333,2040,1893,6551,122.94130,45.79250
7489.500,2040,1875,6669,122.94853,45.77750
7489.167,2040,1845,6795,122.95579,45.77250
7488.333,2040,1812,6914,122.96302,45.78000
