HS,TS,TA,HA,TT,C
7234.500,1420,2125,2898,34.75902,41.32250
7234.167,1420,2035,3256,34.77323,41.30250
7234.167,1440,2012,3139,34.78402,41.31500
7234.167,1440,1981,3184,34.79479,41.30000
7234.167,1440,2003,3186,34.80558,41.31000
7234.167,1440,1962,3303,34.81635,41.31000
7233.833,1440,1962,3364,34.82714,41.30500
7233.833,1440,1859,3541,34.83792,41.30500
7233.000,1440,1609,4621,34.85213,41.29500
7233.000,1440,1465,4924,34.86634,41.29250
7233.167,1440,1476,4968,34.88056,41.30000
7233.833,1440,1679,4452,34.89479,41.30000
7232.833,1440,1786,4452,34.90899,41.32250
7232.667,1440,1673,4746,34.92322,41.29750
7232.167,1440,1577,5178,34.93744,41.30750
7232.667,1440,1442,5749,34.95162,41.28750
7232.000,1460,1300,6415,34.96583,41.29500
7231.333,1460,1182,6929,34.98005,41.30750
7231.833,1460,1123,7262,34.99426,41.29750
7231.833,1460,1069,7384,35.00847,41.30500
7231.667,1460,1035,7435,35.02269,41.31250
7231.000,1460,1005,7442,35.03690,41.33250
7231.167,1460,983,7503,35.05111,41.31250
7229.667,1460,956,7513,35.06532,41.31000
7229.667,1460,929,7569,35.07961,41.30500
7229.167,1460,919,7658,35.09381,41.33000
7229.500,1460,1004,7807,35.10803,41.32500
7229.500,1460,1123,7634,35.12223,41.32000
7228.333,1460,1178,7624,35.13645,41.32500
7228.833,1460,1130,7642,35.15066,41.34000
7228.500,1460,1111,7481,35.16487,41.31250
7227.000,1460,1103,7225,35.17909,41.32000
7227.000,1460,1058,7231,35.19330,41.31750
7227.167,1460,1026,7327,35.20751,41.31750
7226.833,1460,1085,7377,35.22172,41.33250
7225.500,1460,1133,7252,35.23594,41.33750
7224.833,1440,1198,7181,35.25015,41.31750
7225.167,1440,1207,7130,35.26436,41.31750
7224.667,1440,1235,7134,35.27858,41.31250
7224.833,1440,1244,7071,35.29279,41.32750
7223.333,1440,1242,7249,35.30700,41.33000
7223.333,1440,1233,7508,35.32122,41.33500
7222.500,1440,1218,7708,35.33543,41.32500
7222.500,1440,1228,7829,35.34964,41.32500
7222.167,1440,1271,7938,35.37072,41.33500
7222.167,1440,1279,7922,35.38492,41.34250
7221.667,1440,1276,7997,35.39914,41.34500
7221.500,1440,1271,8100,35.41336,41.34750
7221.500,1440,1309,8289,35.42757,41.36750
7221.167,1440,1326,8358,35.44178,41.35250
7220.833,1440,1382,8397,35.45600,41.37750
7221.167,1440,1421,8371,35.46678,41.37250
7220.833,1440,1429,8295,35.47756,41.36250
7220.500,1440,1486,8205,35.48479,41.37750
7220.167,1440,1550,7991,35.49203,41.36750
7219.833,1440,1582,7384,35.49926,41.39000
7217.500,1440,1596,7298,35.50648,41.38500
7216.833,1440,1638,7090,35.51372,41.38500
7216.167,1440,1664,6798,35.52096,41.37000
7385.000,1440,1662,6763,35.52818,41.40250
7432.500,1440,1661,6742,35.53542,41.40250
7543.500,1440,1617,6663,35.54265,41.39000
7618.500,1440,1570,6760,35.54988,41.39250
7664.000,1440,1537,6903,35.55712,41.39250
7669.500,1440,1535,6988,35.56435,41.39000
7670.500,1440,1537,6825,35.57159,41.39750
7671.500,1440,1538,6831,35.57882,41.38250
7672.833,1440,1492,6972,35.58604,41.39750
7672.833,1440,1448,6946,35.59683,41.40250
7673.667,1420,1459,6960,35.60406,41.39000
7674.167,1440,1466,6946,35.61130,41.40500
7674.500,1420,1472,6905,35.61853,41.39250
7674.833,1420,1489,6929,35.62576,41.41500
7675.500,1420,1458,6867,35.63300,41.41250
7674.833,1420,1405,7198,35.64377,41.38750
7640.500,1420,1407,7196,35.65456,41.39750
7615.333,1420,1393,7176,35.66535,41.36000
7572.333,1420,1367,7364,35.67613,41.37250
7554.667,1420,1353,7523,35.68690,41.39500
7540.833,1420,1330,7652,35.69769,41.38500
7521.500,1420,1296,7712,35.70846,41.37000
7502.333,1420,1281,7740,35.71925,41.38500
7489.500,1420,1260,7709,35.73002,41.38750
7478.167,1420,1236,7664,35.74425,41.38250
7470.000,1420,1217,7671,35.75503,41.38250
7463.667,1420,1195,7772,35.76925,41.38750
7459.167,1420,1159,7836,35.78348,41.38750
7453.000,1420,1131,7960,35.79770,41.37000
7444.167,1420,1051,7992,35.81191,41.37500
7439.333,1420,942,8002,35.82612,41.37000
7435.833,1420,881,8074,35.84034,41.37000
7431.167,1420,838,8192,35.85455,41.36750
7427.000,1420,792,8263,35.86877,41.37750
7424.167,1420,804,8424,35.88299,41.36000
7421.000,1420,872,8662,35.89720,41.36500
7418.167,1420,939,8852,35.91141,41.36000
7415.500,1420,988,8956,35.92564,41.35750
7413.000,1420,1001,9004,35.93985,41.35750
7409.500,1420,988,9020,35.95406,41.37000
7408.000,1420,982,9041,35.96828,41.35250
7405.667,1420,990,9071,35.98250,41.36750
7404.167,1420,1007,9109,35.99671,41.36750
7403.000,1420,995,9128,36.01093,41.36000
7400.000,1420,905,9096,36.02514,41.35250
7398.000,1420,827,9083,36.03936,41.36250
7396.667,1420,799,9089,36.05358,41.35000
7394.833,1420,753,9092,36.06786,41.36250
7392.500,1420,715,9095,36.08207,41.37500
7389.167,1420,672,9099,36.10321,41.34750
7386.167,1420,687,9130,36.12429,41.37500
7385.000,1420,706,9152,36.13851,41.36000
7382.333,1420,655,9153,36.15959,41.35500
7380.500,1420,624,9163,36.17381,41.35250
7377.833,1420,599,9157,36.18804,41.34250
7375.667,1420,616,9196,36.20913,41.34750
7372.667,1420,644,9267,36.23022,41.33500
7372.000,1400,697,9380,36.24443,41.33250
7369.000,1400,612,9372,36.26552,41.35250
7366.833,1400,588,9387,36.28660,41.34500
7363.500,1400,561,9389,36.30769,41.35750
7362.333,1400,613,9428,36.32191,41.34500
7360.167,1400,734,9598,36.34301,41.36500
7358.500,1400,902,9772,36.36407,41.38000
7356.667,1400,1011,9820,36.37830,41.40500
7356.000,1400,1120,9857,36.38907,41.38500
7356.000,1400,1218,9833,36.39986,41.41000
7354.333,1400,1205,9816,36.40709,41.39000
7355.000,1400,1318,9814,36.41433,41.40750
7353.333,1360,1311,9486,36.42156,41.41250
7353.333,1360,1355,9124,36.42881,41.41250
7352.333,1360,1386,8877,36.43603,41.41250
7351.833,1360,1419,8517,36.44328,41.41750
7351.167,1360,1459,8286,36.45051,41.41500
7350.667,1360,1491,7908,36.45774,41.42750
7349.667,1360,1520,7576,36.46498,41.41000
7348.500,1360,1629,7141,36.47221,41.44250
7347.833,1360,1648,6849,36.47944,41.41750
7345.167,1360,1737,6466,36.48668,41.42500
7344.333,1360,1770,6172,36.49391,41.43000
7343.667,1360,1799,5950,36.50115,41.43000
7341.667,1360,1784,5526,36.50838,41.43000
7341.333,1360,1818,5496,36.51561,41.44500
7339.833,1360,1724,5768,36.52285,41.46250
7339.333,1360,1857,5502,36.53008,41.46250
7337.333,1360,1799,5559,36.53731,41.45500
7336.667,1360,1751,5570,36.54455,41.46250
7335.667,1360,1776,5712,36.55177,41.46000
7335.167,1360,2046,5266,36.55902,41.45750
7333.167,1360,2047,5017,36.56625,41.48250
7332.167,1360,1855,5192,36.57348,41.44500
7331.667,1360,1752,5429,36.58072,41.46000
7330.500,1360,1677,5727,36.58794,41.46250
7330.167,1360,1872,5289,36.59522,41.47500
7329.000,1360,1870,5341,36.60245,41.47250
7329.000,1360,1707,5574,36.60970,41.46000
7327.667,1360,1637,5810,36.61693,41.46250
7327.333,1360,1647,5678,36.62419,41.46500
7326.833,1360,1649,5661,36.63144,41.45500
7325.833,1360,1564,5714,36.63873,41.45500
7325.000,1360,1655,5541,36.64598,41.46250
7324.167,1360,1731,5413,36.65322,41.46500
7324.333,1360,1738,5309,36.66049,41.45000
7323.167,1360,1705,5328,36.66771,41.45750
7322.000,1360,1641,5418,36.67492,41.44750
7320.667,1360,1589,5506,36.68215,41.46000
7320.667,1360,1560,5698,36.68939,41.44250
7320.333,1360,1528,5670,36.69662,41.43750
7318.833,1360,1447,5931,36.70385,41.43000
7318.500,1360,1357,6307,36.71463,41.41250
7317.500,1360,1249,6576,36.72542,41.41250
7316.667,1360,1153,6849,36.73620,41.39500
7316.333,1360,1066,7084,36.74698,41.39000
7315.667,1360,986,7291,36.75777,41.38500
7316.000,1360,915,7450,36.76855,41.39250
7315.333,1360,856,7563,36.77934,41.41000
7315.000,1360,798,7704,36.79355,41.40000
7315.000,1360,739,7823,36.80777,41.36750
7313.833,1360,698,7960,36.82199,41.37750
7313.333,1360,687,8128,36.83619,41.39250
7312.500,1360,688,8295,36.85042,41.38750
7312.333,1360,686,8419,36.86463,41.38000
7311.333,1360,681,8510,36.87885,41.37500
7311.167,1360,698,8614,36.89308,41.38000
7309.333,1360,706,8705,36.90731,41.36750
7309.333,1360,706,8768,36.92153,41.35750
7308.333,1360,694,8811,36.93574,41.34250
7307.667,1360,683,8843,36.94999,41.36750
7307.333,1360,715,8919,36.96419,41.33500
7306.667,1360,724,8972,36.97840,41.35500
7306.000,1360,751,9036,36.99262,41.35250
7306.500,1360,686,9024,37.00683,41.35500
7304.667,1360,643,9027,37.02104,41.35250
7304.333,1360,637,9035,37.03527,41.34250
7303.167,1360,631,9049,37.04950,41.34000
7302.500,1360,702,9132,37.06376,41.33500
7302.833,1360,729,9167,37.07799,41.33750
7301.833,1360,764,9158,37.09219,41.34500
7301.833,1360,694,9119,37.10641,41.36500
7300.167,1360,644,9109,37.12062,41.35250
7299.333,1340,626,9119,37.13484,41.34500
7298.667,1340,593,9122,37.14906,41.34500
7297.833,1340,608,9153,37.16328,41.33500
7297.500,1340,613,9158,37.17749,41.32500
7297.000,1340,575,9152,37.19171,41.33750
7296.167,1340,562,9160,37.20593,41.32750
7295.000,1340,554,9168,37.22015,41.33000
7294.500,1340,539,9173,37.23436,41.34500
7294.500,1340,510,9172,37.24859,41.33000
7292.833,1340,481,9172,37.26280,41.32000
7292.167,1340,570,9264,37.27701,41.34750
7292.167,1340,648,9428,37.29124,41.34000
7290.667,1340,730,9577,37.30545,41.35500
7290.000,1340,779,9636,37.31977,41.34250
7290.000,1340,801,9658,37.33394,41.36500
7289.500,1320,857,9681,37.34815,41.35000
7288.500,1320,928,9707,37.36237,41.37000
7288.500,1320,1011,9722,37.37659,41.37500
7287.500,1320,1058,9689,37.38742,41.37750
7287.167,1320,1094,9630,37.39465,41.38250
7287.500,1320,1178,9383,37.40543,41.39000
7286.833,1320,1233,9011,37.41267,41.36500
7287.333,1320,1264,8564,37.41991,41.38500
7286.500,1320,1267,8354,37.42714,41.37750
7286.333,1320,1270,8160,37.43439,41.37750
7285.167,1320,1300,7904,37.44162,41.36500
7285.167,1320,1373,7668,37.44885,41.39000
7284.667,1320,1460,6998,37.45608,41.40750
7284.000,1320,1504,6628,37.46332,41.39750
7283.667,1320,1496,6528,37.47056,41.39500
7282.667,1320,1515,6409,37.47778,41.40750
7282.167,1320,1591,6306,37.48501,41.41250
7280.667,1320,1656,5747,37.49225,41.41000
7279.333,1320,1743,5682,37.49948,41.42500
7279.000,1320,1795,5594,37.50671,41.41250
7278.333,1320,1915,5173,37.51396,41.42250
7277.833,1320,1888,5217,37.52118,41.43500
7277.167,1320,1857,5212,37.52841,41.43500
7275.833,1320,1885,5183,37.53564,41.46000
7274.167,1320,1756,5386,37.54288,41.49250
7274.000,1320,1651,5435,37.55010,41.47500
7273.667,1320,1595,5666,37.55734,41.47750
7272.833,1320,1567,5778,37.56457,41.46750
7274.167,1320,1578,5732,37.57182,41.45250
7272.833,1320,1678,5586,37.57905,41.45750
7272.833,1320,1767,5374,37.58627,41.46000
7272.833,1320,1836,5167,37.59352,41.46250
7272.167,1320,1735,5324,37.60075,41.47000
7272.667,1320,1780,5350,37.60797,41.45250
7272.333,1320,1915,5011,37.61527,41.47750
7272.000,1320,1968,4967,37.62250,41.47500
7271.667,1320,1874,5064,37.62973,41.48750
7271.667,1320,1807,5202,37.63697,41.47500
7271.667,1320,1849,5115,37.64419,41.47250
7271.333,1320,1817,5148,37.65144,41.48500
7271.333,1320,1760,5274,37.65867,41.46750
7271.333,1320,1701,5330,37.66591,41.46250
7270.333,1320,1636,5436,37.67314,41.46750
7270.000,1320,1588,5600,37.68038,41.45750
7270.833,1320,1559,5661,37.68760,41.44250
7270.667,1320,1561,5703,37.69484,41.44000
7270.333,1320,1506,5939,37.70207,41.43250
7269.167,1320,1412,6349,37.71285,41.42500
7269.833,1320,1294,6783,37.72363,41.42500
7270.167,1320,1196,7170,37.74523,41.39500
7270.500,1320,1153,7279,37.75603,41.39750
7269.500,1320,1085,7440,37.76679,41.38250
7270.167,1320,1030,7577,37.77759,41.38000
7270.167,1320,983,7714,37.78837,41.39000
7269.167,1320,938,7817,37.79916,41.37250
7269.667,1320,872,7880,37.80994,41.38250
7269.333,1320,828,7999,37.82073,41.38250
7269.333,1320,796,8130,37.83153,41.37500
7269.333,1320,752,8223,37.84235,41.36000
7269.000,1320,733,8343,37.85310,41.37750
7268.500,1320,712,8443,37.86390,41.37750
7267.667,1320,695,8530,37.87468,41.36000
7268.000,1320,686,8621,37.88547,41.35250
7267.667,1320,668,8678,37.89626,41.37000
7266.500,1320,655,8764,37.91049,41.37500
7266.167,1320,635,8826,37.92471,41.36250
7266.167,1320,638,8884,37.93550,41.36750
7265.833,1320,629,8945,37.94971,41.36500
7266.000,1320,612,8992,37.96394,41.36250
7264.833,1320,585,9024,37.97817,41.37750
7264.500,1320,572,9062,37.99240,41.36250
7263.667,1320,598,9154,38.00662,41.35250
7264.500,1320,679,9344,38.02087,41.36750
7263.333,1320,668,9374,38.03509,41.37500
7262.667,1320,741,9507,38.04932,41.35750
7262.167,1320,760,9562,38.06354,41.36500
7261.833,1320,764,9595,38.07777,41.37500
7262.167,1320,737,9598,38.09199,41.37750
7261.333,1320,733,9604,38.10620,41.38500
7261.333,1320,659,9585,38.12044,41.36500
7260.500,1320,601,9577,38.13466,41.35250
7259.500,1320,561,9576,38.14889,41.35500
7259.167,1320,539,9586,38.16313,41.36500
7259.500,1320,570,9605,38.17735,41.35500
7257.500,1320,603,9618,38.19159,41.35750
7257.333,1320,623,9636,38.20580,41.35250
7256.667,1320,642,9653,38.22002,41.37750
7257.167,1320,634,9656,38.23426,41.33750
7256.333,1320,624,9669,38.24848,41.36000
7256.333,1320,660,9684,38.26273,41.35000
7255.167,1300,671,9696,38.27694,41.35750
7255.000,1300,705,9711,38.29117,41.35750
7254.500,1300,736,9727,38.30539,41.34500
7254.333,1300,756,9735,38.31962,41.34500
7253.500,1300,771,9734,38.33384,41.35750
7254.000,1300,774,9725,38.34807,41.38000
7252.833,1300,798,9709,38.36229,41.37250
7253.833,1300,918,9712,38.37309,41.38000
7252.500,1300,1001,9663,38.38032,41.39500
7252.833,1300,1123,9248,38.38757,41.37750
7252.833,1300,1207,8971,38.39479,41.39000
7253.000,1300,1358,8472,38.40204,41.39500
7252.833,1300,1339,8077,38.40927,41.37500
7252.167,1300,1270,8092,38.41652,41.36750
7252.333,1300,1420,7691,38.42374,41.38250
7252.500,1300,1534,7061,38.43097,41.40250
7252.167,1300,1643,6677,38.43822,41.41750
7252.500,1300,1728,6341,38.44545,41.43500
7251.000,1300,1764,6192,38.45270,41.42750
7252.167,1300,1845,5966,38.45994,41.42000
7252.000,1300,1915,5781,38.46716,41.42500
7251.667,1300,1944,5653,38.47442,41.45500
7251.000,1300,1959,5546,38.48164,41.46000
7251.500,1300,1915,5599,38.48888,41.44500
7251.500,1300,2084,5279,38.49612,41.46000
7251.167,1300,2078,5068,38.50336,41.46250
7250.500,1300,2080,5132,38.51060,41.47250
7250.333,1300,2076,5042,38.51785,41.46000
7250.667,1300,2035,4972,38.52507,41.44750
7250.500,1300,2014,5044,38.53231,41.45250
7250.333,1300,2067,4885,38.53955,41.44750
7250.333,1260,2165,4647,38.54678,41.44250
7250.167,1260,2160,4686,38.55402,41.46750
7249.667,1260,2185,4572,38.56125,41.45750
7250.167,1260,2219,4535,38.56848,41.46250
7250.167,1300,2305,4203,38.57573,41.46500
7249.167,1300,2433,4011,38.58296,41.45500
7250.167,1300,2422,3816,38.59021,41.47000
7249.833,1300,2127,4226,38.59744,41.46750
7249.833,1300,2019,4581,38.60469,41.46750
7249.333,1300,2017,4549,38.61191,41.46250
7248.667,1300,2140,4304,38.61916,41.45000
7249.500,1300,2078,4243,38.62638,41.45000
7249.500,1300,2080,4256,38.63363,41.45000
7249.000,1300,2004,4267,38.64084,41.42500
7249.000,1300,1940,4451,38.64809,41.42750
7249.500,1300,1905,4546,38.65534,41.41500
7249.833,1300,1915,4616,38.66256,41.42000
7249.833,1300,1949,4712,38.66979,41.42500
7249.500,1300,2022,4742,38.67704,41.39000
7249.333,1300,1963,4865,38.68428,41.40000
7249.833,1300,1905,4785,38.69152,41.39000
7249.667,1300,1832,4938,38.69874,41.38750
7249.333,1300,1772,5078,38.70597,41.38750
7249.333,1300,1703,5233,38.71321,41.36750
7249.667,1300,1638,5527,38.72400,41.36500
7249.833,1300,1591,5706,38.73124,41.37500
7249.833,1300,1518,6007,38.74201,41.36250
7249.833,1300,1420,6399,38.75280,41.37750
7249.833,1300,1369,6631,38.76359,41.35750
7250.167,1300,1399,6609,38.77437,41.34500
7250.167,1320,1403,6591,38.78516,41.34500
7250.333,1320,1403,6607,38.79594,41.35750
7250.000,1320,1365,6729,38.80672,41.34250
7250.333,1320,1378,6702,38.81751,41.34750
7251.500,1320,1358,6747,38.82830,41.37000
7251.167,1320,1345,6832,38.83907,41.35250
7251.000,1320,1299,7070,38.84986,41.35500
7250.000,1320,1294,7046,38.86065,41.36000
7251.333,1320,1343,6792,38.87144,41.36250
7251.333,1320,1357,6654,38.88222,41.35750
7250.667,1320,1360,6657,38.89300,41.34250
7251.000,1320,1341,6784,38.90380,41.34000
7250.667,1320,1351,6686,38.91457,41.33500
7251.500,1320,1343,6681,38.92536,41.33750
7251.333,1320,1341,6665,38.93615,41.33750
7250.833,1320,1348,6513,38.94692,41.36250
7251.000,1320,1397,6242,38.95780,41.34000
7251.500,1340,1413,6184,38.96852,41.35250
7251.000,1340,1385,6355,38.97931,41.34750
7251.000,1340,1365,6740,38.99009,41.34750
7250.500,1340,1276,7297,39.00088,41.35250
7251.000,1340,1223,7578,39.01167,41.35500
7252.167,1340,1190,7714,39.02244,41.33750
7251.000,1340,1174,7783,39.03323,41.36000
7250.500,1340,1195,7714,39.04402,41.35000
7251.000,1340,1213,7649,39.05480,41.35250
7251.000,1340,1227,7565,39.06560,41.34500
7251.000,1340,1192,7571,39.07638,41.34750
7251.000,1340,1123,7692,39.08715,41.35500
7250.333,1340,1126,7724,39.09796,41.35250
7250.667,1340,1182,7664,39.10873,41.34500
7251.000,1340,1178,7618,39.11953,41.34500
7249.833,1340,1089,7687,39.13373,41.34000
7249.833,1340,1060,7783,39.14451,41.33500
7250.167,1340,1046,7796,39.15532,41.35000
7249.500,1340,1101,7729,39.16609,41.34000
7250.000,1340,1114,7676,39.18032,41.34250
7249.833,1340,1082,7703,39.19109,41.35500
7249.500,1340,1102,7721,39.20189,41.34250
7250.000,1340,1149,7604,39.21266,41.36000
7250.000,1340,1164,7483,39.22690,41.34500
7248.667,1340,1108,7483,39.23767,41.35250
7248.833,1340,1037,7611,39.24846,41.36750
7248.333,1340,981,7717,39.26267,41.34500
7248.333,1340,949,7777,39.27346,41.34500
7248.500,1340,872,7815,39.28425,41.36750
7247.667,1340,823,7991,39.29846,41.34000
7246.667,1340,792,8128,39.30926,41.37000
7247.833,1340,801,8360,39.32003,41.35000
7247.167,1340,806,8552,39.33426,41.34500
7246.000,1340,978,8797,39.34848,41.37000
7246.167,1340,1182,8462,39.35926,41.37250
7246.167,1340,1370,7380,39.37006,41.35500
7246.500,1340,1473,6971,39.37728,41.37750
7246.167,1340,1553,6638,39.38454,41.37750
7245.667,1340,1668,6384,39.39176,41.38000
7245.833,1340,1696,6216,39.39899,41.40750
7244.833,1340,1743,6057,39.40623,41.41250
7244.167,1340,1827,5992,39.41346,41.42250
7245.167,1340,1915,5645,39.42072,41.44500
7244.333,1340,1968,5546,39.42795,41.44250
7244.833,1340,2019,5304,39.43519,41.47000
7244.333,1340,2078,5190,39.44242,41.49000
7243.167,1340,2076,4875,39.44966,41.49750
7243.500,1340,2065,4905,39.45690,41.49500
7243.500,1340,2107,4807,39.46414,41.48500
7243.500,1340,2196,4840,39.47137,41.48750
7243.167,1340,2262,4492,39.47861,41.48750
7242.833,1340,2191,4500,39.48584,41.50500
7242.500,1340,2238,4537,39.49308,41.53250
7242.500,1340,2282,4359,39.50031,41.53750
7242.833,1340,2265,4373,39.50756,41.53750
7242.500,1340,2262,4456,39.51479,41.52500
7360.500,1340,2307,4285,39.52204,41.55000
7384.167,1340,2292,4275,39.52927,41.54500
7464.167,1340,2289,4325,39.53650,41.54750
7585.333,1340,2332,4250,39.54374,41.55500
7641.333,1340,2338,4124,39.55101,41.55250
7651.167,1340,2283,4137,39.55822,41.55000
7653.333,1320,2323,4159,39.56545,41.57000
7654.333,1340,2309,4105,39.57271,41.56000
7655.833,1340,2328,4101,39.57993,41.55250
7656.167,1340,2354,3967,39.58716,41.56000
7657.333,1340,2377,3945,39.59441,41.55500
7657.833,1340,2405,3884,39.60164,41.54250
7658.833,1340,2360,3979,39.60889,41.54250
7659.167,1340,2360,3889,39.61613,41.54750
7660.000,1340,2358,3947,39.62334,41.54750
7659.500,1340,2315,4105,39.63060,41.55750
7658.833,1340,2289,4011,39.63782,41.54750
7651.500,1340,2156,4640,39.64506,41.54750
7623.833,1340,2025,5041,39.65229,41.52750
7607.333,1340,1957,5286,39.65954,41.54500
7579.667,1340,1881,5456,39.66677,41.56750
7557.333,1340,1840,5575,39.67402,41.56500
7546.000,1340,1796,5761,39.68124,41.53250
7539.167,1340,1760,5910,39.68848,41.50250
7527.500,1340,1732,6086,39.69571,41.52500
7509.500,1340,1687,6270,39.70294,41.49500
7497.500,1340,1648,6470,39.71021,41.49000
7491.000,1360,1591,6593,39.71744,41.51500
7484.333,1360,1551,6721,39.72469,41.47250
7480.333,1360,1504,6825,39.73191,41.47250
7475.500,1360,1455,6957,39.73916,41.45750
7472.000,1360,1400,7123,39.74639,41.47000
7468.000,1360,1353,7334,39.75362,41.47750
7462.500,1360,1294,7468,39.76086,41.46000
7457.500,1360,1244,7582,39.76810,41.48250
7448.333,1360,1190,7744,39.77889,41.47250
7443.833,1360,1145,7880,39.78968,41.47250
7441.667,1360,1104,7941,39.79691,41.52750
7438.667,1360,1028,7972,39.80770,41.51250
7435.500,1360,976,8031,39.81848,41.50000
7432.833,1360,937,8119,39.82926,41.50750
7429.833,1360,908,8218,39.84007,41.49750
7427.167,1360,881,8301,39.85082,41.51000
7425.167,1360,874,8435,39.86163,41.48000
7421.833,1360,888,8588,39.87241,41.49000
7419.667,1360,886,8684,39.88319,41.48500
7417.500,1360,865,8724,39.89398,41.47750
7416.000,1360,851,8772,39.90479,41.48250
7413.333,1360,838,8810,39.91559,41.47500
7411.167,1400,828,8846,39.92638,41.48500
7409.667,1400,798,8864,39.93716,41.47500
7407.833,1400,773,8881,39.94796,41.48250
7406.167,1400,814,8974,39.95875,41.45500
7404.833,1400,825,9039,39.96954,41.48000
7403.500,1400,875,9167,39.98035,41.47250
7401.667,1400,941,9339,39.99112,41.46000
7399.833,1400,961,9382,40.00192,41.46500
7398.333,1400,945,9377,40.01272,41.46000
7397.500,1360,944,9377,40.02351,41.46250
7395.500,1360,971,9380,40.03429,41.45750
7394.500,1360,949,9345,40.04507,41.45000
7392.167,1360,922,9322,40.05587,41.46250
7391.500,1360,900,9318,40.06666,41.47750
7389.667,1360,899,9307,40.07744,41.48000
7388.000,1360,847,9296,40.08824,41.46750
7387.000,1360,875,9312,40.09903,41.47250
7386.000,1360,887,9322,40.10983,41.48750
7384.500,1360,904,9330,40.12064,41.48750
7382.000,1360,915,9324,40.13141,41.46500
7381.833,1360,909,9306,40.14221,41.49250
7380.167,1360,911,9292,40.15304,41.47000
7379.333,1360,884,9254,40.16384,41.47500
7378.500,1360,889,9257,40.17464,41.49500
7377.167,1360,897,9254,40.18542,41.47250
7376.000,1360,918,9254,40.19622,41.47250
7373.833,1360,939,9046,40.20700,41.47500
7373.500,1360,886,8984,40.21780,41.48250
7371.167,1360,826,9009,40.22858,41.48750
7370.500,1360,849,9036,40.23938,41.47000
7369.167,1360,856,9022,40.25016,41.46500
7367.500,1360,887,9016,40.26096,41.48750
7366.667,1360,884,8978,40.27176,41.48000
7365.333,1360,849,8980,40.28255,41.47750
7364.833,1360,841,8984,40.29336,41.46000
7364.000,1360,824,8982,40.30412,41.47750
7362.333,1360,801,8991,40.31492,41.49000
7361.000,1340,796,8995,40.32573,41.47500
7360.667,1340,825,8993,40.33650,41.47000
7359.000,1340,912,8964,40.34730,41.49500
7357.500,1340,1020,8713,40.35808,41.48500
7356.500,1340,1155,7920,40.36887,41.50500
7356.167,1340,1220,7523,40.37611,41.49000
7355.000,1340,1296,7173,40.38338,41.51000
7354.667,1340,1420,6780,40.39060,41.48750
7354.833,1340,1519,6366,40.39786,41.49500
7353.333,1340,1591,5991,40.40508,41.49500
7352.167,1340,1655,5855,40.41233,41.48250
7352.167,1340,1753,5711,40.41956,41.48250
7350.833,1340,1833,5504,40.42681,41.51250
7349.667,1340,1844,5382,40.43405,41.53250
7349.167,1340,1915,5397,40.44127,41.52250
7348.333,1340,1975,5122,40.44852,41.53000
7348.000,1340,2004,5073,40.45575,41.53000
7347.000,1340,2053,4990,40.46297,41.53000
7346.667,1340,2115,4645,40.47022,41.55000
7345.500,1340,2144,4555,40.47747,41.57500
7344.500,1340,2224,4481,40.48470,41.56750
7344.500,1340,2291,4206,40.49194,41.59500
7343.833,1340,2292,4073,40.49919,41.60750
7343.167,1340,2324,3913,40.50644,41.61250
7342.833,1340,2341,3988,40.51367,41.61250
7342.667,1340,2374,3879,40.52091,41.61750
7341.667,1340,2374,3847,40.52814,41.62500
7341.500,1340,2455,3790,40.53538,41.62500
7341.333,1340,2462,3767,40.54264,41.64500
7340.167,1340,2466,3664,40.54986,41.63000
7339.833,1340,2467,3686,40.55712,41.62750
7339.833,1340,2466,3525,40.56434,41.61250
7339.833,1340,2525,3479,40.57157,41.63500
7338.667,1340,2571,3285,40.57883,41.64750
7338.333,1340,2586,3294,40.58605,41.63500
7338.333,1340,2585,3303,40.59330,41.64000
7338.333,1340,2610,3288,40.60054,41.63250
7337.333,1340,2604,3288,40.60777,41.63500
7338.000,1340,2627,3203,40.61500,41.66250
7336.667,1340,2573,3391,40.62227,41.64000
7336.333,1340,2569,3387,40.62949,41.64000
7336.000,1340,2520,3509,40.63675,41.65250
7336.000,1340,2421,3593,40.64397,41.60500
7334.833,1340,2317,3784,40.65846,41.62500
7335.167,1340,2284,3833,40.66569,41.63250
7334.000,1340,2273,3886,40.67294,41.65500
7334.000,1340,2257,4022,40.68017,41.59000
7333.833,1340,2236,4068,40.68740,41.58500
7333.667,1340,2208,4148,40.69464,41.57500
7333.667,1340,2173,4223,40.70186,41.56500
7333.500,1340,2126,4414,40.70911,41.54750
7333.167,1340,2080,4552,40.71634,41.54000
7333.667,1340,2026,4733,40.72361,41.52500
7332.500,1340,1968,4855,40.73083,41.50000
7332.000,1340,1909,5015,40.73804,41.51000
7332.667,1340,1856,5057,40.74528,41.50750
7332.333,1340,1791,5287,40.75251,41.51000
7332.000,1340,1698,5572,40.75977,41.53500
7332.333,1360,1635,5719,40.76699,41.51500
7332.333,1360,1570,5934,40.77424,41.52750
7331.667,1360,1537,6046,40.78147,41.49750
7331.167,1360,1539,6097,40.78870,41.49750
7331.167,1360,1539,6100,40.79594,41.49250
7331.833,1360,1509,6197,40.80319,41.47000
7331.000,1360,1520,6218,40.81042,41.49250
7331.500,1360,1516,6280,40.81765,41.48250
